NOVANAID	XUTM	YUTM	DEPTH	PEJL	DATO	BERELAG	ID
114.1631_1	503115.0	6181106.0	6.7	52.829999999999998	15-02-2007		114.1631_1
104.2190_1	498971.0	6186450.0	8.5	39.850000000000001	15-02-2007		104.2190_1
93.468_1	467239.0	6209982.87	48.75	34.420000000000002	15-02-2008		93.468_1
114.1631_1	503115.0	6181106.0	6.7	52.729999999999997	15-02-2008		114.1631_1
93.795_1	466894.93	6212321.69	71.0	42.799999999999997	15-02-2009		93.795_1
86.2056_2	512022.04	6218296.33	70.0	62.590000000000003	15-02-2009		86.2056_2
86.2056_1	512022.04	6218296.33	146.0	62.299999999999997	15-02-2009		86.2056_1
83.1175_1	470368.9	6214848.63	72.25	48.270000000000003	15-02-2009		83.1175_1
83.1175_1	470368.9	6214848.63	72.25	48.270000000000003	15-02-2009		83.1175_1
114.1631_1	503115.0	6181106.0	6.7	52.500000000000000	15-02-2009		114.1631_1
114.1631_1	503115.0	6181106.0	6.7	52.469999999999999	15-02-2009		114.1631_1
105.374_1	525476.16	6199845.5	20.0	78.030000000000001	15-02-2009		105.374_1
104.2190_1	498971.0	6186450.0	8.5	39.219999999999999	15-02-2009		104.2190_1
103.1653_2	484564.88	6193933.47	28.0	20.039999999999999	15-02-2009		103.1653_2
103.1653_1	484564.88	6193933.47	74.0	20.140000000000001	15-02-2009		103.1653_1
102.873_1	473187.16	6185044.93	27.5	42.600000000000001	15-02-2009		102.873_1
93.1062_3	470686.67	6206881.71	111.0	21.410000000000000	15-02-2010		93.1062_3
93.1062_3	470686.67	6206881.71	111.0	21.390000000000001	15-02-2010		93.1062_3
93.1062_2	470686.67	6206881.71	127.0	20.940000000000001	15-02-2010		93.1062_2
86.2056_2	512022.04	6218296.33	70.0	62.240000000000002	15-02-2010		86.2056_2
86.2056_2	512022.04	6218296.33	70.0	62.240000000000002	15-02-2010		86.2056_2
86.2056_1	512022.04	6218296.33	146.0	62.060000000000002	15-02-2010		86.2056_1
114.1631_1	503115.0	6181106.0	6.7	52.430000000000000	15-02-2010		114.1631_1
113.111_1	488011.0	6181004.0	21.5	28.320000000000000	15-02-2010		113.111_1
105.374_1	525476.16	6199845.5	20.0	77.519999999999996	15-02-2010		105.374_1
104.2190_1	498971.0	6186450.0	8.5	39.060000000000002	15-02-2010		104.2190_1
103.1653_2	484564.88	6193933.47	28.0	19.879999999999999	15-02-2010		103.1653_2
103.1653_1	484564.88	6193933.47	74.0	19.980000000000000	15-02-2010		103.1653_1
103.1542_1	491213.0	6186460.0	6.5	28.969999999999999	15-02-2010		103.1542_1
102.873_1	473187.16	6185044.93	27.5	43.149999999999999	15-02-2010		102.873_1
102.725_2	472919.12	6184930.64	58.5	44.159999999999997	15-02-2010		102.725_2
102.725_1	472919.12	6184930.64	87.5	43.609999999999999	15-02-2010		102.725_1
94.2812_1	479319.8	6202447.27	18.0	12.449999999999999	15-03-2000		94.2812_1
114.1618_6	498159.59	6180672.07	2.5	44.030000000000001	15-03-2000		114.1618_6
104.2190_1	498971.0	6186450.0	8.5	40.060000000000002	15-03-2000		104.2190_1
103.1542_1	491213.0	6186460.0	6.5	29.840000000000000	15-03-2000		103.1542_1
102.725_1	472919.12	6184930.64	87.5	45.369999999999997	15-03-2000		102.725_1
114.1618_6	498159.59	6180672.07	2.5	43.399999999999999	15-03-2001		114.1618_6
113.111_1	488011.0	6181004.0	21.5	28.820000000000000	15-03-2001		113.111_1
104.2190_1	498971.0	6186450.0	8.5	39.649999999999999	15-03-2001		104.2190_1
102.725_1	472919.12	6184930.64	87.5	44.750000000000000	15-03-2001		102.725_1
113.111_1	488011.0	6181004.0	21.5	29.070000000000000	15-03-2002		113.111_1
105.374_1	525476.16	6199845.5	20.0	78.530000000000001	15-03-2002		105.374_1
94.1920_2	474088.43	6208806.96	17.15	34.670000000000002	15-03-2003		94.1920_2
114.1618_6	498159.59	6180672.07	2.5	42.659999999999997	15-03-2003		114.1618_6
113.111_1	488011.0	6181004.0	21.5	28.350000000000001	15-03-2003		113.111_1
105.374_1	525476.16	6199845.5	20.0	78.370000000000005	15-03-2003		105.374_1
104.2190_1	498971.0	6186450.0	8.5	39.130000000000003	15-03-2003		104.2190_1
103.1542_1	491213.0	6186460.0	6.5	28.770000000000000	15-03-2003		103.1542_1
102.873_1	473187.16	6185044.93	27.5	42.359999999999999	15-03-2003		102.873_1
95.2708_1	508044.0	6209921.0	29.6	54.399999999999999	15-03-2004		95.2708_1
105.374_1	525476.16	6199845.5	20.0	77.890000000000001	15-03-2004		105.374_1
103.1542_1	491213.0	6186460.0	6.5	29.070000000000000	15-03-2004		103.1542_1
102.873_1	473187.16	6185044.93	27.5	42.530000000000001	15-03-2004		102.873_1
102.725_2	472919.12	6184930.64	58.5	43.810000000000002	15-03-2004		102.725_2
102.725_1	472919.12	6184930.64	87.5	43.750000000000000	15-03-2004		102.725_1
114.1618_6	498159.59	6180672.07	2.5	42.890000000000001	15-03-2005		114.1618_6
104.2190_1	498971.0	6186450.0	8.5	39.280000000000001	15-03-2005		104.2190_1
103.1542_1	491213.0	6186460.0	6.5	29.280000000000001	15-03-2005		103.1542_1
102.873_1	473187.16	6185044.93	27.5	42.689999999999998	15-03-2005		102.873_1
102.851_1	468947.0	6190852.0	4.7	15.880000000000001	15-03-2005		102.851_1
102.849_1	469168.0	6190918.0	15.425	20.879999999999999	15-03-2005		102.849_1
102.848_1	468889.0	6191050.0	7.2	18.440000000000001	15-03-2005		102.848_1
102.828_7	468724.0	6191156.0	6.5	16.840000000000000	15-03-2005		102.828_7
102.828_6	468724.0	6191156.0	8.5	16.829999999999998	15-03-2005		102.828_6
102.828_5	468724.0	6191156.0	14.5	15.930000000000000	15-03-2005		102.828_5
102.828_4	468724.0	6191156.0	22.3	15.720000000000001	15-03-2005		102.828_4
102.828_3	468724.0	6191156.0	28.0	15.410000000000000	15-03-2005		102.828_3
102.828_2	468724.0	6191156.0	57.5	14.609999999999999	15-03-2005		102.828_2
102.828_1	468724.0	6191156.0	64.0	14.609999999999999	15-03-2005		102.828_1
102.827_5	469151.0	6191000.0	7.0	20.649999999999999	15-03-2005		102.827_5
102.827_4	469151.0	6191000.0	15.0	20.699999999999999	15-03-2005		102.827_4
102.827_3	469151.0	6191000.0	28.5	19.699999999999999	15-03-2005		102.827_3
102.827_2	469151.0	6191000.0	50.5	17.449999999999999	15-03-2005		102.827_2
102.827_1	469151.0	6191000.0	64.0	17.500000000000000	15-03-2005		102.827_1
102.822_2	468937.0	6190444.0	16.0	17.050000000000001	15-03-2005		102.822_2
102.822_1	468937.0	6190444.0	46.5	16.920000000000002	15-03-2005		102.822_1
102.821_1	469279.0	6191046.0	17.0	20.550000000000001	15-03-2005		102.821_1
102.820_3	468660.0	6190669.0	13.8	16.899999999999999	15-03-2005		102.820_3
102.820_2	468660.0	6190669.0	18.0	16.890000000000001	15-03-2005		102.820_2
102.820_1	468660.0	6190669.0	40.0	16.629999999999999	15-03-2005		102.820_1
102.819_1	468726.0	6191524.0	7.75	15.310000000000000	15-03-2005		102.819_1
102.817_2	468782.0	6191147.0	4.8	17.660000000000000	15-03-2005		102.817_2
102.817_1	468782.0	6191147.0	8.5	16.809999999999999	15-03-2005		102.817_1
102.816_1	469007.0	6190634.0	56.0	17.859999999999999	15-03-2005		102.816_1
102.723_2	469346.0	6190846.0	18.0	21.480000000000000	15-03-2005		102.723_2
102.723_1	469346.0	6190846.0	37.0	21.510000000000002	15-03-2005		102.723_1
102.722_1	469715.0	6190792.0	11.8	22.289999999999999	15-03-2005		102.722_1
102.721_1	469266.0	6190554.0	37.0	22.730000000000000	15-03-2005		102.721_1
102.720_2	469626.0	6190550.0	20.5	25.059999999999999	15-03-2005		102.720_2
102.720_1	469626.0	6190550.0	31.0	24.840000000000000	15-03-2005		102.720_1
102.248_1	468813.0	6190848.0	34.0	17.079999999999998	15-03-2005		102.248_1
102.247_1	469012.0	6190984.0	3.0	20.180000000000000	15-03-2005		102.247_1
102.246_1	468857.0	6191069.0	3.0	18.960000000000001	15-03-2005		102.246_1
84.2638_1	488619.01	6221502.0	18.0	47.450000000000003	15-03-2006		84.2638_1
114.1736_6	497537.0	6180768.0	27.1	41.259999999999998	15-03-2006		114.1736_6
114.1736_23	497537.0	6180768.0	13.0	41.200000000000003	15-03-2006		114.1736_23
114.1736_1	497537.0	6180768.0	39.5	41.250000000000000	15-03-2006		114.1736_1
114.1631_1	503115.0	6181106.0	6.7	52.469999999999999	15-03-2006		114.1631_1
102.873_1	473187.16	6185044.93	27.5	42.060000000000002	15-03-2006		102.873_1
115.650_1	519462.0	6183867.0	9.5	76.780000000000001	15-03-2007		115.650_1
114.1631_1	503115.0	6181106.0	6.7	52.829999999999998	15-03-2007		114.1631_1
114.1631_1	503115.0	6181106.0	6.7	52.829999999999998	15-03-2007		114.1631_1
105.791_1	525200.0	6196225.0	31.5	73.390000000000001	15-03-2007		105.791_1
102.873_1	473187.16	6185044.93	27.5	42.829999999999998	15-03-2007		102.873_1
114.1631_1	503115.0	6181106.0	6.7	53.049999999999997	15-03-2008		114.1631_1
104.2190_1	498971.0	6186450.0	8.5	39.719999999999999	15-03-2008		104.2190_1
104.2190_1	498971.0	6186450.0	8.5	39.700000000000003	15-03-2008		104.2190_1
102.873_1	473187.16	6185044.93	27.5	43.060000000000002	15-03-2008		102.873_1
93.795_1	466894.93	6212321.69	71.0	42.880000000000003	15-03-2009		93.795_1
86.2056_1	512022.04	6218296.33	146.0	62.310000000000002	15-03-2009		86.2056_1
86.2056_1	512022.04	6218296.33	146.0	62.280000000000001	15-03-2009		86.2056_1
83.1175_1	470368.9	6214848.63	72.25	48.280000000000001	15-03-2009		83.1175_1
114.1631_1	503115.0	6181106.0	6.7	52.590000000000003	15-03-2009		114.1631_1
105.374_1	525476.16	6199845.5	20.0	77.959999999999994	15-03-2009		105.374_1
104.2190_1	498971.0	6186450.0	8.5	39.240000000000002	15-03-2009		104.2190_1
103.1653_2	484564.88	6193933.47	28.0	20.100000000000001	15-03-2009		103.1653_2
103.1653_1	484564.88	6193933.47	74.0	20.199999999999999	15-03-2009		103.1653_1
102.873_1	473187.16	6185044.93	27.5	42.570000000000000	15-03-2009		102.873_1
93.1062_3	470686.67	6206881.71	111.0	21.460000000000001	15-03-2010		93.1062_3
93.1062_2	470686.67	6206881.71	127.0	20.930000000000000	15-03-2010		93.1062_2
86.2056_2	512022.04	6218296.33	70.0	62.250000000000000	15-03-2010		86.2056_2
86.2056_1	512022.04	6218296.33	146.0	62.049999999999997	15-03-2010		86.2056_1
114.1631_1	503115.0	6181106.0	6.7	52.670000000000002	15-03-2010		114.1631_1
114.1618_6	498159.59	6180672.07	2.5	42.329999999999998	15-03-2010		114.1618_6
113.111_1	488011.0	6181004.0	21.5	28.550000000000001	15-03-2010		113.111_1
105.374_1	525476.16	6199845.5	20.0	77.459999999999994	15-03-2010		105.374_1
104.2190_1	498971.0	6186450.0	8.5	39.189999999999998	15-03-2010		104.2190_1
103.1653_2	484564.88	6193933.47	28.0	20.109999999999999	15-03-2010		103.1653_2
103.1653_1	484564.88	6193933.47	74.0	20.219999999999999	15-03-2010		103.1653_1
103.1542_1	491213.0	6186460.0	6.5	29.140000000000001	15-03-2010		103.1542_1
102.873_1	473187.16	6185044.93	27.5	43.250000000000000	15-03-2010		102.873_1
102.725_2	472919.12	6184930.64	58.5	44.159999999999997	15-03-2010		102.725_2
114.1618_6	498159.59	6180672.07	2.5	43.630000000000003	15-04-2000		114.1618_6
114.1618_6	498159.59	6180672.07	2.5	43.619999999999997	15-04-2000		114.1618_6
113.111_1	488011.0	6181004.0	21.5	28.789999999999999	15-04-2000		113.111_1
104.2190_1	498971.0	6186450.0	8.5	39.799999999999997	15-04-2000		104.2190_1
103.1542_1	491213.0	6186460.0	6.5	29.449999999999999	15-04-2000		103.1542_1
103.1542_1	491213.0	6186460.0	6.5	29.449999999999999	15-04-2000		103.1542_1
102.725_1	472919.12	6184930.64	87.5	45.229999999999997	15-04-2000		102.725_1
94.1920_2	474088.43	6208806.96	17.15	35.850000000000001	15-04-2001		94.1920_2
94.1920_2	474088.43	6208806.96	17.15	35.799999999999997	15-04-2001		94.1920_2
114.1618_6	498159.59	6180672.07	2.5	43.180000000000000	15-04-2001		114.1618_6
113.111_1	488011.0	6181004.0	21.5	28.649999999999999	15-04-2001		113.111_1
104.2190_1	498971.0	6186450.0	8.5	39.539999999999999	15-04-2001		104.2190_1
103.1542_1	491213.0	6186460.0	6.5	29.260000000000002	15-04-2001		103.1542_1
103.1542_1	491213.0	6186460.0	6.5	29.260000000000002	15-04-2001		103.1542_1
102.873_1	473187.16	6185044.93	27.5	42.689999999999998	15-04-2001		102.873_1
102.725_1	472919.12	6184930.64	87.5	44.460000000000001	15-04-2001		102.725_1
94.1920_2	474088.43	6208806.96	17.15	36.270000000000003	15-04-2002		94.1920_2
113.111_1	488011.0	6181004.0	21.5	28.750000000000000	15-04-2002		113.111_1
105.374_1	525476.16	6199845.5	20.0	78.609999999999999	15-04-2002		105.374_1
94.1920_2	474088.43	6208806.96	17.15	34.170000000000002	15-04-2003		94.1920_2
84.2617_1	476818.93	6216290.56	17.5	32.619999999999997	15-04-2003		84.2617_1
102.873_1	473187.16	6185044.93	27.5	42.240000000000002	15-04-2003		102.873_1
94.1920_2	474088.43	6208806.96	17.15	34.820000000000000	15-04-2004		94.1920_2
103.1542_1	491213.0	6186460.0	6.5	29.050000000000001	15-04-2004		103.1542_1
103.1542_1	491213.0	6186460.0	6.5	29.039999999999999	15-04-2004		103.1542_1
102.873_1	473187.16	6185044.93	27.5	42.460000000000001	15-04-2004		102.873_1
102.725_2	472919.12	6184930.64	58.5	43.600000000000001	15-04-2004		102.725_2
102.725_1	472919.12	6184930.64	87.5	43.560000000000002	15-04-2004		102.725_1
114.1618_6	498159.59	6180672.07	2.5	42.939999999999998	15-04-2005		114.1618_6
104.2190_1	498971.0	6186450.0	8.5	39.109999999999999	15-04-2005		104.2190_1
104.2190_1	498971.0	6186450.0	8.5	39.100000000000001	15-04-2005		104.2190_1
103.1542_1	491213.0	6186460.0	6.5	29.210000000000001	15-04-2005		103.1542_1
102.873_1	473187.16	6185044.93	27.5	42.869999999999997	15-04-2005		102.873_1
102.725_2	472919.12	6184930.64	58.5	44.140000000000001	15-04-2005		102.725_2
102.725_1	472919.12	6184930.64	87.5	44.130000000000003	15-04-2005		102.725_1
102.725_1	472919.12	6184930.64	87.5	44.100000000000001	15-04-2005		102.725_1
94.2825_1	486624.43	6206302.0	24.0	22.660000000000000	15-04-2006		94.2825_1
104.2190_1	498971.0	6186450.0	8.5	39.250000000000000	15-04-2006		104.2190_1
102.873_1	473187.16	6185044.93	27.5	42.070000000000000	15-04-2006		102.873_1
114.1631_1	503115.0	6181106.0	6.7	52.630000000000003	15-04-2007		114.1631_1
104.2190_1	498971.0	6186450.0	8.5	39.630000000000003	15-04-2007		104.2190_1
104.2190_1	498971.0	6186450.0	8.5	39.630000000000003	15-04-2007		104.2190_1
102.873_1	473187.16	6185044.93	27.5	43.210000000000001	15-04-2007		102.873_1
114.1631_1	503115.0	6181106.0	6.7	52.750000000000000	15-04-2008		114.1631_1
104.2190_1	498971.0	6186450.0	8.5	39.549999999999997	15-04-2008		104.2190_1
104.2190_1	498971.0	6186450.0	8.5	39.530000000000001	15-04-2008		104.2190_1
102.873_1	473187.16	6185044.93	27.5	43.100000000000001	15-04-2008		102.873_1
96.2310_1	519102.0	6211068.0	33.0	73.109999999999999	15-04-2009		96.2310_1
93.795_1	466894.93	6212321.69	71.0	42.990000000000002	15-04-2009		93.795_1
93.535_1	468946.0	6208911.0	45.0	31.539999999999999	15-04-2009		93.535_1
83.1175_1	470368.9	6214848.63	72.25	48.350000000000001	15-04-2009		83.1175_1
114.1631_1	503115.0	6181106.0	6.7	52.450000000000003	15-04-2009		114.1631_1
114.1618_6	498159.59	6180672.07	2.5	42.189999999999998	15-04-2009		114.1618_6
113.111_1	488011.0	6181004.0	21.5	28.460000000000001	15-04-2009		113.111_1
105.374_1	525476.16	6199845.5	20.0	77.930000000000007	15-04-2009		105.374_1
104.2190_1	498971.0	6186450.0	8.5	39.200000000000003	15-04-2009		104.2190_1
104.2190_1	498971.0	6186450.0	8.5	39.189999999999998	15-04-2009		104.2190_1
103.1653_2	484564.88	6193933.47	28.0	19.930000000000000	15-04-2009		103.1653_2
103.1653_1	484564.88	6193933.47	74.0	20.030000000000001	15-04-2009		103.1653_1
95.2768_1	497222.0	6207130.0	21.0	32.899999999999999	15-04-2010		95.2768_1
93.611_3	468019.0	6212803.0	30.9	43.170000000000002	15-04-2010		93.611_3
93.611_2	468019.0	6212803.0	37.5	43.170000000000002	15-04-2010		93.611_2
93.611_1	468019.0	6212803.0	44.0	43.170000000000002	15-04-2010		93.611_1
93.609_3	468248.0	6212543.0	8.5	48.850000000000001	15-04-2010		93.609_3
93.609_2	468248.0	6212543.0	16.5	48.820000000000000	15-04-2010		93.609_2
93.609_1	468248.0	6212543.0	27.2	48.820000000000000	15-04-2010		93.609_1
93.1062_3	470686.67	6206881.71	111.0	21.480000000000000	15-04-2010		93.1062_3
93.1062_3	470686.67	6206881.71	111.0	21.469999999999999	15-04-2010		93.1062_3
93.1062_2	470686.67	6206881.71	127.0	20.969999999999999	15-04-2010		93.1062_2
93.1062_2	470686.67	6206881.71	127.0	20.960000000000001	15-04-2010		93.1062_2
86.2056_2	512022.04	6218296.33	70.0	62.259999999999998	15-04-2010		86.2056_2
86.2056_1	512022.04	6218296.33	146.0	62.070000000000000	15-04-2010		86.2056_1
114.1631_1	503115.0	6181106.0	6.7	52.430000000000000	15-04-2010		114.1631_1
113.111_1	488011.0	6181004.0	21.5	28.520000000000000	15-04-2010		113.111_1
105.374_1	525476.16	6199845.5	20.0	77.530000000000001	15-04-2010		105.374_1
104.2190_1	498971.0	6186450.0	8.5	39.149999999999999	15-04-2010		104.2190_1
103.1653_2	484564.88	6193933.47	28.0	20.010000000000002	15-04-2010		103.1653_2
103.1653_1	484564.88	6193933.47	74.0	20.120000000000001	15-04-2010		103.1653_1
102.873_1	473187.16	6185044.93	27.5	43.439999999999998	15-04-2010		102.873_1
102.725_2	472919.12	6184930.64	58.5	44.229999999999997	15-04-2010		102.725_2
102.725_1	472919.12	6184930.64	87.5	43.689999999999998	15-04-2010		102.725_1
115.1357_1	524276.32	6183903.04	28.0	75.750000000000000	15-05-2000		115.1357_1
114.1618_6	498159.59	6180672.07	2.5	43.289999999999999	15-05-2000		114.1618_6
114.1618_6	498159.59	6180672.07	2.5	43.280000000000001	15-05-2000		114.1618_6
113.111_1	488011.0	6181004.0	21.5	28.460000000000001	15-05-2000		113.111_1
104.2190_1	498971.0	6186450.0	8.5	39.420000000000002	15-05-2000		104.2190_1
103.1542_1	491213.0	6186460.0	6.5	29.219999999999999	15-05-2000		103.1542_1
103.1542_1	491213.0	6186460.0	6.5	29.219999999999999	15-05-2000		103.1542_1
102.725_1	472919.12	6184930.64	87.5	44.700000000000003	15-05-2000		102.725_1
94.1920_2	474088.43	6208806.96	17.15	35.579999999999998	15-05-2001		94.1920_2
114.1618_6	498159.59	6180672.07	2.5	42.979999999999997	15-05-2001		114.1618_6
113.111_1	488011.0	6181004.0	21.5	28.530000000000001	15-05-2001		113.111_1
104.2190_1	498971.0	6186450.0	8.5	39.399999999999999	15-05-2001		104.2190_1
103.1542_1	491213.0	6186460.0	6.5	29.140000000000001	15-05-2001		103.1542_1
102.873_1	473187.16	6185044.93	27.5	42.719999999999999	15-05-2001		102.873_1
102.725_1	472919.12	6184930.64	87.5	44.320000000000000	15-05-2001		102.725_1
114.1618_6	498159.59	6180672.07	2.5	43.200000000000003	15-05-2002		114.1618_6
113.111_1	488011.0	6181004.0	21.5	28.590000000000000	15-05-2002		113.111_1
105.374_1	525476.16	6199845.5	20.0	78.519999999999996	15-05-2002		105.374_1
104.2190_1	498971.0	6186450.0	8.5	39.500000000000000	15-05-2002		104.2190_1
102.873_1	473187.16	6185044.93	27.5	42.710000000000001	15-05-2002		102.873_1
102.725_1	472919.12	6184930.64	87.5	44.450000000000003	15-05-2002		102.725_1
94.1920_2	474088.43	6208806.96	17.15	34.009999999999998	15-05-2003		94.1920_2
114.1864_1	507499.07	6182710.42	13.0	59.850000000000001	15-05-2003		114.1864_1
94.1920_2	474088.43	6208806.96	17.15	34.590000000000003	15-05-2004		94.1920_2
114.1618_6	498159.59	6180672.07	2.5	42.609999999999999	15-05-2004		114.1618_6
102.873_1	473187.16	6185044.93	27.5	42.299999999999997	15-05-2004		102.873_1
102.725_2	472919.12	6184930.64	58.5	43.090000000000003	15-05-2004		102.725_2
102.725_1	472919.12	6184930.64	87.5	43.060000000000002	15-05-2004		102.725_1
114.1618_6	498159.59	6180672.07	2.5	42.820000000000000	15-05-2005		114.1618_6
104.2190_1	498971.0	6186450.0	8.5	38.880000000000003	15-05-2005		104.2190_1
104.2190_1	498971.0	6186450.0	8.5	38.869999999999997	15-05-2005		104.2190_1
103.1542_1	491213.0	6186460.0	6.5	29.000000000000000	15-05-2005		103.1542_1
102.873_1	473187.16	6185044.93	27.5	42.880000000000003	15-05-2005		102.873_1
102.725_2	472919.12	6184930.64	58.5	43.640000000000001	15-05-2005		102.725_2
102.725_1	472919.12	6184930.64	87.5	43.609999999999999	15-05-2005		102.725_1
114.1631_1	503115.0	6181106.0	6.7	52.409999999999997	15-05-2006		114.1631_1
114.1631_1	503115.0	6181106.0	6.7	52.399999999999999	15-05-2006		114.1631_1
104.2190_1	498971.0	6186450.0	8.5	39.100000000000001	15-05-2006		104.2190_1
104.2190_1	498971.0	6186450.0	8.5	39.079999999999998	15-05-2006		104.2190_1
103.1495_1	491576.78	6190786.5	71.5	31.300000000000001	15-05-2006		103.1495_1
102.873_1	473187.16	6185044.93	27.5	42.170000000000002	15-05-2006		102.873_1
114.1631_1	503115.0	6181106.0	6.7	52.630000000000003	15-05-2007		114.1631_1
104.2190_1	498971.0	6186450.0	8.5	39.380000000000003	15-05-2007		104.2190_1
102.873_1	473187.16	6185044.93	27.5	43.159999999999997	15-05-2007		102.873_1
86.2056_1	512022.04	6218296.33	146.0	62.479999999999997	15-05-2008		86.2056_1
114.1631_1	503115.0	6181106.0	6.7	52.549999999999997	15-05-2008		114.1631_1
104.2190_1	498971.0	6186450.0	8.5	39.159999999999997	15-05-2008		104.2190_1
102.873_1	473187.16	6185044.93	27.5	43.270000000000003	15-05-2008		102.873_1
93.795_1	466894.93	6212321.69	71.0	43.090000000000003	15-05-2009		93.795_1
86.2056_2	512022.04	6218296.33	70.0	62.329999999999998	15-05-2009		86.2056_2
86.2056_1	512022.04	6218296.33	146.0	62.039999999999999	15-05-2009		86.2056_1
83.1175_1	470368.9	6214848.63	72.25	48.369999999999997	15-05-2009		83.1175_1
83.1175_1	470368.9	6214848.63	72.25	48.369999999999997	15-05-2009		83.1175_1
114.1631_1	503115.0	6181106.0	6.7	52.340000000000003	15-05-2009		114.1631_1
114.1618_6	498159.59	6180672.07	2.5	41.560000000000002	15-05-2009		114.1618_6
113.1503_1	480211.83	6178068.88	11.0	33.680000000000000	15-05-2009		113.1503_1
113.111_1	488011.0	6181004.0	21.5	28.280000000000001	15-05-2009		113.111_1
113.111_1	488011.0	6181004.0	21.5	28.280000000000001	15-05-2009		113.111_1
105.374_1	525476.16	6199845.5	20.0	77.879999999999995	15-05-2009		105.374_1
104.2190_1	498971.0	6186450.0	8.5	38.950000000000003	15-05-2009		104.2190_1
103.999_1	481909.21	6186325.13	42.5	22.620000000000001	15-05-2009		103.999_1
103.1653_2	484564.88	6193933.47	28.0	19.840000000000000	15-05-2009		103.1653_2
103.1653_1	484564.88	6193933.47	74.0	19.930000000000000	15-05-2009		103.1653_1
103.1580_1	482475.32	6184364.44	32.5	29.160000000000000	15-05-2009		103.1580_1
103.1542_1	491213.0	6186460.0	6.5	28.930000000000000	15-05-2009		103.1542_1
103.1322_1	482468.25	6184459.93	39.0	28.620000000000001	15-05-2009		103.1322_1
103.1307_1	480173.97	6186624.39	16.0	28.210000000000001	15-05-2009		103.1307_1
103.1274_1	480514.99	6187320.63	13.0	26.440000000000001	15-05-2009		103.1274_1
103.1273_1	480548.96	6187451.33	19.0	26.420000000000002	15-05-2009		103.1273_1
103.1038_1	481424.13	6185458.98	29.0	23.829999999999998	15-05-2009		103.1038_1
102.873_1	473187.16	6185044.93	27.5	42.789999999999999	15-05-2009		102.873_1
93.1062_3	470686.67	6206881.71	111.0	21.359999999999999	15-05-2010		93.1062_3
93.1062_3	470686.67	6206881.71	111.0	21.350000000000001	15-05-2010		93.1062_3
93.1062_2	470686.67	6206881.71	127.0	20.930000000000000	15-05-2010		93.1062_2
86.2056_2	512022.04	6218296.33	70.0	62.180000000000000	15-05-2010		86.2056_2
86.2056_1	512022.04	6218296.33	146.0	61.969999999999999	15-05-2010		86.2056_1
114.1631_1	503115.0	6181106.0	6.7	52.399999999999999	15-05-2010		114.1631_1
113.111_1	488011.0	6181004.0	21.5	28.300000000000001	15-05-2010		113.111_1
113.111_1	488011.0	6181004.0	21.5	28.300000000000001	15-05-2010		113.111_1
105.374_1	525476.16	6199845.5	20.0	77.450000000000003	15-05-2010		105.374_1
103.1653_2	484564.88	6193933.47	28.0	19.879999999999999	15-05-2010		103.1653_2
103.1653_1	484564.88	6193933.47	74.0	19.989999999999998	15-05-2010		103.1653_1
103.1542_1	491213.0	6186460.0	6.5	28.949999999999999	15-05-2010		103.1542_1
102.873_1	473187.16	6185044.93	27.5	43.450000000000003	15-05-2010		102.873_1
102.725_1	472919.12	6184930.64	87.5	43.549999999999997	15-05-2010		102.725_1
114.1618_6	498159.59	6180672.07	2.5	42.979999999999997	15-06-2000		114.1618_6
113.111_1	488011.0	6181004.0	21.5	28.410000000000000	15-06-2000		113.111_1
104.2317_1	509601.0	6199451.0	6.75	49.909999999999997	15-06-2000		104.2317_1
104.2316_1	509535.0	6199347.0	7.5	48.460000000000001	15-06-2000		104.2316_1
104.2190_1	498971.0	6186450.0	8.5	39.430000000000000	15-06-2000		104.2190_1
102.873_1	473187.16	6185044.93	27.5	43.310000000000002	15-06-2000		102.873_1
114.1618_6	498159.59	6180672.07	2.5	42.649999999999999	15-06-2001		114.1618_6
113.111_1	488011.0	6181004.0	21.5	28.340000000000000	15-06-2001		113.111_1
104.2190_1	498971.0	6186450.0	8.5	39.259999999999998	15-06-2001		104.2190_1
103.1542_1	491213.0	6186460.0	6.5	28.989999999999998	15-06-2001		103.1542_1
102.873_1	473187.16	6185044.93	27.5	42.780000000000001	15-06-2001		102.873_1
114.1618_6	498159.59	6180672.07	2.5	42.810000000000002	15-06-2002		114.1618_6
114.1618_6	498159.59	6180672.07	2.5	42.810000000000002	15-06-2002		114.1618_6
113.111_1	488011.0	6181004.0	21.5	28.320000000000000	15-06-2002		113.111_1
105.374_1	525476.16	6199845.5	20.0	78.480000000000004	15-06-2002		105.374_1
104.2190_1	498971.0	6186450.0	8.5	39.229999999999997	15-06-2002		104.2190_1
102.873_1	473187.16	6185044.93	27.5	42.579999999999998	15-06-2002		102.873_1
102.725_1	472919.12	6184930.64	87.5	43.680000000000000	15-06-2002		102.725_1
94.1920_2	474088.43	6208806.96	17.15	33.810000000000002	15-06-2003		94.1920_2
105.374_1	525476.16	6199845.5	20.0	78.099999999999994	15-06-2003		105.374_1
94.1920_2	474088.43	6208806.96	17.15	34.359999999999999	15-06-2004		94.1920_2
86.2063_1	510365.0	6219303.0	19.0	59.509999999999998	15-06-2004		86.2063_1
103.1542_1	491213.0	6186460.0	6.5	28.690000000000001	15-06-2004		103.1542_1
102.873_1	473187.16	6185044.93	27.5	42.380000000000003	15-06-2004		102.873_1
